,rank_order,rank,name,scores_overall,scores_overall_rank,scores_resources,scores_resources_rank,scores_engagement,scores_engagement_rank,scores_outcomes,scores_outcomes_rank,scores_environment,scores_environment_rank,nid,location,stats_fees_oos,stats_board,stats_salary,Chemical Engineering,Architecture,Psychology,General Engineering,Sociology,Electrical & Electronic Engineering,"Geology, Environmental, Earth & Marine Sciences",Computer Science,Chemistry,Accounting & Finance,"Art, Performing Arts & Design",Biological Sciences,Politics & International Studies (incl Development Studies),Civil Engineering,Agriculture & Forestry,Law,"Languages, Literature & Linguistics",Communication & Media Studies,Mechanical & Aerospace Engineering,Economics & Econometrics,Medicine & Dentistry,Physics & Astronomy,Geography,"History, Philosophy & Theology",Mathematics & Statistics,Business & Management,Other Health,Archaeology,Education,Veterinary Science,Sport Science
310,311,=311,University of Central Florida,52.8,311,6.1,730,16.6,159,23.0,151,7.0,120,595858,Florida,"$22,467","$9,764","$43,867",0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
311,312,=311,La Salle University,52.8,312,13.9,373,15.8,382,17.2,376,5.8,270,594233,Pennsylvania,"$29,500","$13,976","$54,400",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
312,313,=311,University of Mississippi,52.8,313,13.5,390,16.1,297,19.0,302,4.2,493,593189,Mississippi,"$23,564","$10,502","$41,433",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
313,314,=311,Rowan University,52.8,314,12.1,460,15.1,603,20.4,252,5.3,341,131313,New Jersey,"$21,890","$12,236","$49,500",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
314,315,=311,University of Texas at Dallas,52.8,315,9.8,573,14.8,681,20.8,238,7.5,92,733,Texas,"$29,656","$11,112","$51,300",0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
315,316,=311,Wagner College,52.8,316,14.4,353,14.5,726,19.7,277,4.2,500,593750,New York,"$45,380","$13,650","$55,600",0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
316,317,=317,Albany College of Pharmacy and Health Sciences,52.7,317,22.4,63,12.7,799,13.5,565,4.2,488,593462,New York,"$33,621","$10,800","$120,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,318,=317,Dominican University (Illinois),52.7,318,14.0,366,16.3,232,14.9,486,7.6,72,592439,Illinois,"$32,530","$9,942","$45,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,319,=319,"California State University, Long Beach",52.6,319,4.7,780,16.7,136,22.4,168,8.9,7,131271,California,"$18,610","$12,484","$47,233",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
319,320,=319,Coe College,52.6,320,16.0,261,15.9,339,17.0,379,3.7,558,592568,Iowa,"$42,430","$9,140","$44,233",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
320,321,=319,Rider University,52.6,321,16.1,259,15.4,525,16.0,434,5.0,383,593417,New Jersey,"$41,310","$14,860","$50,067",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0
321,322,=319,Union University,52.6,322,17.7,181,16.8,131,15.1,479,3.0,651,594590,Tennessee,"$31,510","$10,400","$41,300",0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
322,323,=323,Azusa Pacific University,52.5,323,12.3,456,15.3,541,17.5,356,7.4,94,591869,California,"$37,506","$9,794","$50,533",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
323,324,=323,CUNY Brooklyn College,52.5,324,8.9,619,15.4,500,20.3,256,8.0,46,593504,New York,"$14,430",,"$43,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
324,325,=323,Chatham University,52.5,325,20.1,109,14.4,728,14.4,519,3.6,570,594158,Pennsylvania,"$36,510","$11,390","$34,667",0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
325,326,=323,University of Kentucky,52.5,326,13.9,372,16.9,98,17.8,347,3.9,537,752,Kentucky,"$28,046","$12,858","$43,333",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,327,=323,University of Toledo,52.5,327,12.9,428,16.3,248,17.8,349,5.5,319,131368,Ohio,"$18,885","$11,004","$41,867",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
327,328,=328,University of Cincinnati,52.4,328,13.9,371,17.5,18,16.4,416,4.6,437,672,Ohio,"$26,334","$11,118","$40,233",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
328,329,=328,John Brown University,52.4,329,10.6,538,16.1,295,22.2,178,3.4,602,591854,Arkansas,"$26,144","$9,040","$46,233",0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1
329,330,=328,Widener University,52.4,330,15.1,306,15.9,369,16.8,400,4.6,451,594395,Pennsylvania,"$44,166","$14,024","$53,167",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0
330,331,=328,William Jewell College,52.4,331,17.8,176,15.8,401,16.7,403,2.0,773,593288,Missouri,"$33,686","$9,640","$44,067",0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
331,332,=332,Eckerd College,52.3,332,16.7,233,16.2,254,16.1,430,3.4,601,592157,Florida,"$43,044","$11,706","$41,367",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
332,333,=332,University of Missouri-Kansas City,52.3,333,16.6,239,14.1,765,15.8,446,5.9,257,593252,Missouri,"$24,490","$11,026","$44,433",0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
333,334,=332,Pacific University,52.3,334,18.7,139,15.5,486,12.4,616,5.6,304,594098,Oregon,"$43,556","$12,162","$43,500",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1
334,335,=332,Seton Hall University,52.3,335,12.6,444,15.3,559,18.5,316,5.9,263,593429,New Jersey,"$40,588","$13,502","$55,800",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1
335,336,=332,The College of St Scholastica,52.3,336,10.7,533,15.7,432,23.3,146,2.6,711,593162,Minnesota,"$36,212","$9,522","$50,800",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
336,337,=337,Marietta College,52.2,337,17.7,177,15.6,455,15.1,477,3.7,560,593942,Ohio,"$36,040","$11,330","$41,800",0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
337,338,=337,University of Minnesota Morris,52.2,338,14.0,368,14.9,651,17.7,354,5.6,301,593144,Minnesota,"$15,092","$8,150","$39,700",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0
338,339,=337,SUNY New Paltz,52.2,339,11.3,500,16.0,325,19.1,296,5.8,275,593714,New York,"$17,625","$12,680","$44,100",0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0
339,340,=340,Doane University,52.1,340,17.4,197,15.7,411,16.9,384,2.1,755,593318,Nebraska,"$32,250","$9,090","$43,800",0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0
340,341,=340,Illinois College,52.1,341,18.0,162,15.5,477,14.5,514,4.1,503,592373,Illinois,"$32,140","$9,190","$40,000",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0
341,342,=340,Roanoke College,52.1,342,16.0,265,16.0,322,17.7,355,2.4,726,594836,Virginia,"$42,694","$13,258","$43,900",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1
342,343,=343,University of Alaska Fairbanks,52.0,343,21.2,84,14.6,697,10.2,710,6.0,244,963,Alaska,"$23,382","$8,730","$37,333",0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0
343,344,=343,"California State University, Chico",52.0,344,4.6,783,16.6,158,24.1,131,6.7,152,591902,California,"$19,228","$12,712","$46,033",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
344,345,=343,Canisius College,52.0,345,16.1,257,16.7,137,16.1,428,3.2,619,593480,New York,"$36,454","$13,218","$46,367",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
345,346,=343,Indiana Wesleyan University-Marion,52.0,346,14.4,348,17.0,82,17.8,346,2.9,664,645377,Indiana,"$25,980","$8,312","$48,100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,347,=343,The New School,52.0,347,17.8,171,15.0,633,11.8,652,7.4,98,131659,New York,"$47,351","$18,600","$42,767",0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
347,348,=348,Mizzou - University of Missouri,51.9,348,12.0,463,16.1,298,19.8,271,4.1,505,706,Missouri,"$26,506","$10,676","$46,800",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,349,=348,University of Redlands,51.9,349,13.3,402,15.7,426,16.6,405,6.2,227,592013,California,"$48,072","$13,862","$52,867",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
349,350,=348,University of South Carolina-Columbia,51.9,350,13.7,382,16.5,195,17.5,357,4.2,497,683,South Carolina,"$31,962","$10,008","$43,367",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
350,351,=351,School of the Art Institute of Chicago,51.8,351,18.9,130,13.5,787,12.2,624,7.3,100,592328,Illinois,"$47,420","$13,890","$32,500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,352,=351,California Lutheran University,51.8,352,10.0,559,15.4,501,19.7,273,6.7,151,591881,California,"$41,363","$13,320","$52,667",0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1
352,353,=351,Lycoming College,51.8,353,15.4,292,14.9,649,17.4,362,4.1,504,594251,Pennsylvania,"$38,618","$11,980","$44,967",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0
353,354,=354,Ohio University (Main campus),51.7,354,12.6,443,17.0,87,18.3,324,3.9,540,131281,Ohio,"$21,360","$11,598","$40,000",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
354,355,=354,Ringling College of Art and Design,51.7,355,17.5,192,14.7,691,14.5,518,5.0,384,592187,Florida,"$44,560","$14,600","$33,767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,356,=356,"California State University, Fresno",51.6,356,5.5,750,16.2,251,21.2,225,8.7,14,591908,California,"$18,465","$9,704","$43,667",0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
356,357,=356,College for Creative Studies,51.6,357,15.5,286,14.5,717,16.8,392,4.9,396,593039,Michigan,"$42,460","$8,650","$40,967",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
357,358,=356,Point Loma Nazarene University,51.6,358,9.8,571,17.0,88,19.4,286,5.4,331,592007,California,"$34,600","$10,150","$49,433",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1
358,359,359,Calvin College,51.5,359,15.6,283,17.2,51,15.5,463,3.4,597,593033,Michigan,"$33,100","$9,990","$43,267",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
359,360,=360,Augustana University,51.3,360,15.8,270,16.3,227,16.7,401,2.5,713,595250,South Dakota,"$31,960","$8,008","$42,367",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
360,361,=360,University of Hartford,51.3,361,18.8,136,15.9,348,11.9,642,4.7,428,592109,Connecticut,"$38,910","$12,346","$46,367",0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
361,362,=360,Hartwick College,51.3,362,18.1,157,13.8,777,15.9,439,3.5,592,593558,New York,"$44,134","$12,093","$43,467",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0
362,363,=360,The College of Idaho,51.3,363,18.7,138,15.7,416,13.1,578,3.8,548,592319,Idaho,"$28,755","$9,192","$39,100",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1
363,364,=364,Alma College,51.2,364,17.1,213,15.7,402,15.5,462,2.9,655,593018,Michigan,"$38,858","$10,642","$42,733",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
364,365,=364,Bellarmine University,51.2,365,15.9,269,16.0,315,17.3,366,1.9,775,592646,Kentucky,"$40,350","$12,182","$46,100",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
365,366,=364,University of Houston,51.2,366,8.1,649,16.0,318,19.0,299,8.1,42,780,Texas,"$22,066","$9,984","$50,133",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,367,=364,Loyola University New Orleans,51.2,367,17.4,199,15.5,480,12.8,596,5.5,315,592718,Louisiana,"$39,242","$12,666","$43,300",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0
367,368,=368,Andrews University,51.1,368,17.5,188,16.5,180,8.9,743,8.0,44,593021,Michigan,"$28,436","$9,078","$39,400",0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
368,369,=368,Stetson University,51.1,369,16.7,236,16.0,327,12.6,606,5.7,292,592196,Florida,"$44,490","$12,684","$41,767",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0
369,370,=370,Assumption College,51.0,370,13.4,393,15.8,372,19.7,272,2.0,764,592865,Massachusetts,"$36,260","$12,196","$53,933",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0
370,371,=370,Westminster College (Missouri),51.0,371,14.1,363,16.4,224,16.8,399,3.6,583,593285,Missouri,"$25,940","$9,810","$41,233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,372,=370,Westminster College (Pennsylvania),51.0,372,16.3,250,15.7,434,17.3,374,1.6,792,595238,Pennsylvania,"$36,276","$11,020","$42,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
372,373,=373,University of Louisville,50.9,373,16.5,243,15.2,570,14.2,529,5.0,376,592673,Kentucky,"$26,286","$8,374","$40,200",1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
373,374,=373,Oklahoma State University,50.9,374,9.2,603,17.1,73,19.1,295,5.6,303,131533,Oklahoma,"$23,776","$8,940","$44,867",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,375,=375,"California State University, Northridge",50.8,375,4.7,781,16.4,203,20.7,240,9.1,2,591920,California,"$18,755","$10,402","$43,967",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
375,376,=375,Eastern Illinois University,50.8,376,16.0,262,15.9,343,13.8,549,5.1,362,592355,Illinois,"$15,044","$9,736","$40,733",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
376,377,=375,Florida International University,50.8,377,6.4,722,15.9,346,21.0,229,7.5,82,909,Florida,"$18,954","$10,882","$44,733",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
377,378,=375,Nazareth College,50.8,378,16.9,223,16.8,123,14.3,523,2.9,670,593618,New York,"$33,324","$13,410","$44,133",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
378,379,=375,Stockton University,50.8,379,8.7,624,15.4,530,20.4,253,6.2,229,593435,New Jersey,"$20,357","$12,120","$47,100",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
379,380,380,Roosevelt University,50.7,380,16.6,240,15.9,357,11.3,673,6.9,142,592436,Illinois,"$28,963","$12,927","$43,667",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
380,381,=381,"California State University, Monterey Bay",50.6,381,7.8,666,13.8,776,20.4,248,8.6,18,595082,California,"$18,923","$12,396","$42,433",0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0
381,382,=381,Indiana University-Purdue University Indianapolis,50.6,382,14.7,325,16.4,210,13.6,561,5.9,255,592505,Indiana,"$29,806","$9,618","$41,233",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
382,383,=381,Millikin University,50.6,383,16.5,244,15.6,456,15.0,481,3.6,576,592403,Illinois,"$33,066","$11,498","$42,367",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0
383,384,=381,Pacific Lutheran University,50.6,384,13.7,381,14.8,679,17.4,363,4.7,430,594881,Washington,"$40,722","$10,520","$47,833",0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
384,385,=381,Taylor University,50.6,385,15.8,274,17.0,90,15.6,458,2.1,762,592553,Indiana,"$32,885","$9,245","$36,833",0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
385,386,=381,Transylvania University,50.6,386,16.6,241,15.6,468,16.4,420,2.0,772,592691,Kentucky,"$37,290","$10,160","$41,833",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1
386,387,=387,Cedar Crest College,50.5,387,14.0,365,16.4,205,14.6,507,5.5,311,594155,Pennsylvania,"$38,092","$11,208","$46,267",1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0
387,388,=387,Wartburg College,50.5,388,16.8,228,15.4,536,15.6,460,2.7,701,592610,Iowa,"$39,730","$9,748","$43,767",0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0
388,389,=389,"California State Polytechnic University, Pomona",50.4,389,4.2,791,16.1,288,21.3,220,8.7,15,591899,California,"$19,219","$14,514","$51,933",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
389,390,=389,Wittenberg University,50.4,390,13.7,384,15.4,539,18.3,326,3.0,653,594005,Ohio,"$38,730","$10,126","$42,167",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0
390,391,=391,Gannon University,50.3,391,15.3,295,16.5,185,14.9,488,3.5,591,594194,Pennsylvania,"$31,842","$11,990","$46,600",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1
391,392,=391,Saint Vincent College,50.3,392,14.7,328,15.1,605,18.7,311,1.7,789,594353,Pennsylvania,"$34,430","$11,399","$46,767",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0
392,393,=391,Virginia Commonwealth University,50.3,393,13.4,400,15.2,584,14.8,499,6.9,143,594842,Virginia,"$32,768","$11,506","$42,533",1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0
393,394,=394,Towson University,50.2,394,6.2,728,16.0,328,22.2,180,5.9,264,592847,Maryland,"$22,140","$12,184","$49,933",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
394,395,=394,Xavier University of Louisiana,50.2,395,13.1,415,15.7,437,15.2,475,6.3,214,592766,Louisiana,"$23,606","$9,534","$48,300",1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,0
395,396,=396,Hendrix College,50.1,396,18.3,152,14.9,646,14.3,521,2.6,704,591851,Arkansas,"$44,070","$11,926","$40,267",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1
396,397,=396,Lebanon Valley College,50.1,397,16.9,221,15.4,519,15.6,457,2.2,748,594242,Pennsylvania,"$42,180","$11,460","$45,600",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0
397,398,=396,Misericordia University,50.1,398,14.4,350,14.8,677,19.0,301,1.8,781,594269,Pennsylvania,"$31,660","$13,550","$49,367",0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0
398,399,=396,Seattle Pacific University,50.1,399,12.8,431,15.9,360,15.8,447,5.5,318,594890,Washington,"$40,902","$11,232","$47,100",0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
399,400,=396,Western Illinois University,50.1,400,14.2,357,16.1,308,13.5,566,6.4,202,592460,Illinois,"$12,664","$9,630","$41,933",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
400,401,401-500,University of Alabama,46.7-50.0,401,-,511,16.4,199,17.8,344,-,567,591764,Alabama,"$28,100","$13,324","$43,033",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
401,402,401-500,University of Alabama in Huntsville,46.7-50.0,402,-,455,-,747,-,426,5.2,347,591758,Alabama,"$21,480","$9,748","$45,933",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0
402,403,401-500,Alverno College,46.7-50.0,403,14.0,364,16.3,226,-,658,5.5,309,594953,Wisconsin,"$28,277","$8,296","$37,667",0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0
403,404,401-500,Arcadia University,46.7-50.0,404,14.4,343,-,438,-,661,5.5,310,594134,Pennsylvania,"$42,330","$13,660","$43,167",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0
404,405,401-500,Arizona State University (Downtown Phoenix),46.7-50.0,405,-,683,-,639,18.0,338,6.8,144,622530,Arizona,"$27,372","$13,842","$47,700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,406,401-500,University of Arkansas,46.7-50.0,406,-,544,16.2,250,18.2,327,-,489,131806,Arkansas,"$24,308","$10,704","$43,800",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,407,401-500,Augsburg University,46.7-50.0,407,-,429,16.7,134,-,595,5.9,253,593102,Minnesota,"$37,615","$9,939","$46,600",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
407,408,401-500,Baldwin Wallace University,46.7-50.0,408,15.1,302,16.9,93,-,493,-,628,593885,Ohio,"$31,668","$9,142","$44,533",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
408,409,401-500,Belmont University,46.7-50.0,409,-,433,16.1,287,-,404,-,746,594509,Tennessee,"$32,820","$11,680","$42,967",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1
409,410,401-500,Benedictine University,46.7-50.0,410,-,479,-,564,17.3,367,5.7,280,592367,Illinois,"$32,739","$10,006","$49,633",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
410,411,401-500,Berry College,46.7-50.0,411,19.1,124,-,405,-,581,-,785,592223,Georgia,"$35,176","$12,260","$38,900",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1
411,412,401-500,Bethel University,46.7-50.0,412,-,417,17.0,77,-,442,-,776,593108,Minnesota,"$36,210","$10,340","$45,800",0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
412,413,401-500,CUNY Lehman College,46.7-50.0,413,-,579,15.8,374,-,437,7.9,54,593519,New York,"$14,400","$13,338","$41,567",0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1
